Customer_ID,Customer_Credit_ID,Customer_Name,Contact_Name,Contact_Position,Last_Years_Sales,Address1,Address2,Address3,Postal_Code,Lat,Long,Email,Phone,Fax
125,125,Family Biking Center,Mr. Vlad Spiers,(Sales Associate),355.26,5446 California Avenue West,,Tianjin:Tianjin:China,39213,39.1336,117.2054,Spiers@eurocycle.com,601-344-0292,601-345-0292
126,126,World Of Tires,Miss Danielle Rubens,(Owner),413.85,170 Mountainview Street,Suite 25,Guangzhou:Guangdong:China,59601,23.13,113.26,Rubens@klcc.com,406-887-2040,406-887-2050
127,127,Oympic Bikes,Mr. Aaron Zalapski,(Sales Manager),1036.2,4311 Elm Drive,,Chengdu:Sichuan:China,27701,30.66,104.063333,Zalapski@bialex.com,919-301-5019,919-301-5020
128,128,"Bikes, Trikes and Rollerblades",Ms. Glenda Donnatelli,(Owner),46.5,12 Gordon Drive,Suite 330,Hong Kong SAR:Hong Kong SAR:China,58103,22.3,114.2,Donnatelli@geu.com,701-798-9122,701-799-9125
129,129,Tears For Gears,Mr. Samuel Quaid,(Owner),46.5,1508 Renton Street,,Hong Kong SAR:Hong Kong SAR:China,68521,22.3,114.2,Quaid@dmcity.com,402-697-7203,402-698-7203
130,130,Bombay Bicycle Club,Mr. Scott Boswell,(Sales Associate),14039.1,421 West Orca Street,,Hong Kong SAR:Hong Kong SAR:China,03103,22.3,114.2,Boswell@tla.com,603-957-4932,603-957-4940
131,131,Biking Bums,Mr. Bobby Bigglesworth,(Sales Representative),2781.6,32011 Los Osos Boulevard,Suite 790,Singapore:Singapore:Singapore,87505,1.283333,103.833333,Bigglesworth@bdmc.com,505-554-5454,505-554-5809
132,132,7 Bikes For 7 Brothers,Mr. Brent Cogswell,(Sales Manager),8819.55,52779 Xavier Boulevard,,Singapore:Singapore:Singapore,89102,1.283333,103.833333,Cogswell@tlmonterrey.com,702-970-6155,702-970-5517
133,133,Against The Wind Bikes,Mr. Zak Davis,(Sales Manager),2409.46,5302 Freedom Way,,Singapore:Singapore:Singapore,14817,1.283333,103.833333,Davis@ucycle.com,607-901-2175,607-901-2177
134,134,Hangin' Two,Mr. Jack Trueman,(Owner),72.9,89 Westerly Street,,Rio de Janeiro:Rio de Janeiro:Brazil,74103,-22.911111,-43.205556,Trueman@ksports.com,580-560-0293,580-560-2932
135,135,Going in Circles,Mr. Kent Estes,(Sales Manager),7646.1,42011 Sullivan Road,,Hiroshima:Hiroshima Ken:Japan,29201,34.391389,132.451944,Estes@cccycle.com,843-721-9013,843-727-9203
136,136,Off Road Bikes,Ms. Swoozie Fantermyer,(Owner),140.9,225 West Luxman Road,Suite 120,Kobe:Hyogo Ken:Japan,52115,34.690817,135.183078,Fantermyer@mountainview.com,605-201-6322,605-201-9901
137,137,Cyclists for Life,Ms. Brenda Trent,(Owner),10605.18,666 Frederick Court,,Tokyo:Tokyo To:Japan,38103,35.689722,139.692222,Trent@sportsfever.com,910-244-5670,910-246-2042
138,138,Discount Bikes,Ms. Andrea Dixon,(Sales Manager),1103.2,3100 Tower Street,,Acapulco:Guerrero:Mexico,84144,16.863611,-99.8825,Dixon@beachtrails.com,801-446-9300,801-446-9301
139,139,"Canadian Bikes, Eh",Mr. Bob Tuque,(Owner),67.8,56 Emarcadero Avenue,Suite 10,Puerto Vallarta:Jalisco:Mexico,23220,20.645833,-105.222222,Tuque@billsbikes.com,804-810-0002,804-810-0002
140,140,Bob's Bikes,Mr. Bob Zarcalister,(Owner),67.8,5011 Capital Avenue,,Christchurch:Canterbury:New Zealand,05401,-43.533333,173.616667,Zarcalister@forestedhills.com,802-338-6768,802-338-6769
141,141,Mike's Bikes,Mr. Michael Cartman,(Sales Representative),101.7,3100 Aurora Avenue North,Suite 1000,Hamilton:Waikato:New Zealand,98110,-37.783333,175.283333,Cartman@.com,206-694-9012,206-693-2323
142,142,Two Wheelin',Ms. Jann Dolap,(Owner),556.35,5007 White Street,,Lisbon:Lisbon:Portugal,25309,38.725278,-9.15,Dolap@deportedperez.com,304-929-2882,304-929-2888
143,143,Down Under Bikes,Mr. Dave Flynn,(Sales Representative),1621.2,8004 Alton Drive,Suite 230,Huntsville:AL:USA,2061,34.693333,-86.560833,Flynn@towc.com,61-04-23556663,61-04-23556422
144,144,Canberra Bikes,Mr. Craig Stobbs,(Owner),10662.75,7567 Caravan Street,,Blacklick:OH:USA,5353,39.995556,-82.811389,Stobbs@platousport.com,61-03-99231124,61-03-99231129
145,145,Kangeroo Trikes,Mrs. Sandra Anderson,(Sales Representative),9594.7,78 East Phillips Street,Suite 300,Des Moines:IA:USA,2155,41.590833,-93.620833,Anderson@lbike.com,61-05-36629921,61-05-36623420
146,146,         Bruce's Bikes,Mr. Bruce Hyde,(Owner),1138.09,7910 35th Avenue,,Eden Prairie:MN:USA,4774,44.854722,-93.470833,Hyde@.erpanamacom,61-02-99311424,61-02-99313434
147,147,Peddles of Perth,Ms. Vanessa Jacobsen,(Sales Manager),8945.25,3200 Wilcrest Road,Suite 300,Madison:WI:USA,3326,43.074722,-89.384167,Jacobsen@lndeportes.com,61-04-30339148,61-04-30333433
148,148,Koala Road        Bikes,Mr. Nathan Wu,(Sales Manager),6744.8,3001 Grantsview Street,Suite 12,San Diego:CA:USA,4600,32.715,-117.1625,Wu@manilabicycles.com,61-01-52311344,61-01-52314633
149,149,Tasmanian Devil Bikes,Mr. Todd Llyod,(Sales Representative),1739.85,12 Eastdune Lane,,Austin:TX:USA,0912,30.267222,-97.743056,Llyod@warsawsports.com,61-01-32335455,61-01-32335433
150,150,Bicicletas San Santiago,Mr. Ricardo Fernandes,(Sales Associate),10661.7,32111 Perez Road,,Irvine:CA:USA,34211,33.669444,-117.823056,Fernandes@souzelbike.com,56-2-2942-9021,56-2-2942-9009
151,151,Paradise Sports,Mr. Johnny Horton,(Owner),1529.7,444 Victoria Avenue,,Des Moines:IA:USA,F3R 6T9,41.590833,-93.620833,Horton@evorafamily.com,284-987-4738,284-987-4740
152,152,Brasilia Bikes Inc.,Mr. Felipe Silva,(Owner),14301.7,"Rua Fernando, 991",Suite 223,Sterling Heights:MI:USA,23293-300,42.580276,-83.030278,Silva@lisboncycle.com,55-85-3211-7382,55-85-3211-7342
153,153,Bicicletas de Montaña La Paz,Mr. Juan Gomez,(Owner),6269.25,Torrevieja 1030,,DeKalb:IL:USA,4542,33.77,-84.23,Gomez@furia.com,55-092-89211,55-092-89201
154,154,Royal Cycle,Mr. Henryk Featherstone,(Owner),3493.65,5402 Green Bay Road,Suite 500,Winchester:VA:USA,46557,39.183333,-76.166667,Featherstone@budapestsports.com,809-295-9023,809-295-6944
155,155,Dhaka Bike Store,Mr. Junaid Panikkar,(Owner),4683.5,670/C Tejgaon I/A4350,,Eden Prairie:MN:USA,346457,44.854722,-93.470833,Panikkar@moscowbike.com,880-91-478-343,880-91-478-928
156,156,Beach Cycle and Sport       ,Mr. Warren Donovan,(Owner),14463.35,779 Beach Drive,,Conshohocken:PA:USA,5466,40.077222,-75.301944,Donovan@foreveryoung.com,242-0-343-3043,242-0-343-3034
157,157,Aruba Sport,Mr. Jerry Cashwell,(Owner),3239.85,Av. Cobre 1212,,DeKalb:IL:USA,655456,33.77,-84.23,Cashwell.@saveoncycles.com,58-09-8382-9292,58-09-8382-9299
158,158,Bicicletas       Buenos Aires,Mr. Carlos Martinez,(Owner),55664.35,Sitio del Niño 8992,,Sterling Heights:MI:USA,6755 56,42.580276,-83.030278,Martinez@platinumsports.com,54-1-939-202022,54-1-939-202029
159,159,"Barbados Sports, Ltd.",Mr. Luke Jones,(Sales Manager),4443.8,450 Wilmont Street,,Winchester:VA:USA,4532,39.183333,-76.166667,Jones@fastmover.com,246-877-2628,246-876-0284
160,160,Pedales de Bogota,Mr. Fernando Valdez,(Sales Manager),32748.25,Vía Morelos 10001,,DeKalb:IL:USA,43533,33.77,-84.23,Valdez@unitedbikes.com,57-32-2029-2949,57-32-2029-2923
161,161,Galaxy Outdoors,Mr. Jimmy Ng,(Owner),10425.55,127-190 Nathan Road,Mon Kwok,Kingston:RI:USA,664463,50.72001,-1.87995,Ng@jrbiking.com,852-6274-9201,852-6274-9297
162,162,East Budapest Sports,Mr. Marianna Chose,(Sales Representative),59255.7,"3424 Budapest, Bartók Béla út 231",,Marseille:Provence-Alpes-Côte d’Azur:France,1062,42.2964,5.37,Chose@sanstone.com,32-20-9402-4994,32-20-9402-4995
163,163,India Cycle and Co.,Mr. Paja Al Majid,(Owner),49774.5,H.O.- 2370 Janpath,,Toulon:Provence-Alpes-Côte d’Azur:France,3257,43.125833,5.930556,Al Majid@heuristic.com,91-22-4002-0322,91-22-4002-0333
164,164,Jakarta Sunrise Sports,Mr. Wu Padang,(Owner),6333.4,Jl Aipda KS Tubun 56 F,,Cannes:Provence-Alpes-Côte d’Azur:France,4532,43.5513,7.0128,Padang@ministrysports.com,62-21-093-0223,62-21-093-0229
165,165,Hillcrest Cycle,Mr. Lenny Kenwood,(Owner),87906.45,22 Green Avenue,,Phoenix:AZ:USA,,33.444167,-112.078889,Kenwood@equatorcycle.com,353-01-3932-0422,353-01-3932-0443
166,166,Island Bikes,Mr. Jerry Andover,(Owner),38244.25,3411 Bexhill Road,,Kansas City:KS:USA,23001,39.099722,-94.578333,Andover@tomsplace.com,876-733-0062,876-733-9221
167,167,Nishimoto Sports,Mr. Hiro Nishimoto,(Owner),40964.74,"Bridgeway Bldg, 2F",Hirakawa-cho,Bangor:ME:USA,129-2323,44.803056,-68.7675,Nishimoto@hikersbikers.com,81-3-5212-2321,81-3-5212-0327
168,168,Nairobi Sports Center,Ms. Ren Janmohammed,(Owner),6923.7,3451 Parliament Road,,Jackson:MS:USA,646411,32.298889,-90.184722,Janmohammed@coastalline.com,254-2-202-4921,254-2-202-4934
169,169,"Cairo Bicycles, Inc.",Mr. Elan Abbibi,(Owner),10361.7,PO Box: 33417,,Port Coquitlam:BC:Canada,786333,49.2625,-122.781111,Abbibi@tienda.com,20-023-023114,20-023-023143
170,170,Ruedas de Santo Domingo,Mr. Antonio Santos,(Owner),63365.4,Seminario 5531 Carretas,,Hightstown:NJ:USA,685533,40.268457,-74.525804,Santos@folkochfa.com,809-203-203,809-233-232
171,171,Bicicletas San Jose,Mr. Julio Morenzo,(Owner),56343.9,Agustín de Iturbide 772,,Vancouver:BC:Canada,45678,49.260833,-123.113889,Morenzo@sab.com,506-239-0932,506-239-0939
172,172,Prague Sports,Mr. Eric Kenelek,(Sales Manager),10551.7,PO Box 2321,,Philadelphia:PA:USA,9864,51.507222,-0.1275,Kenelek@taipeisports.com,420-002-2042,420-002-2044
173,173,Copenhagen Sports and Cycle,Mr. Sven Van Bauer,(Sales Representative),97459.7,Gammel Mont 4341,,Blacklick:OH:USA,1050,39.995556,-82.811389,Van Bauer@bangkiksports.com,45-3530-3055,45-3530-3034
174,174,Superbicicletas Ecuador Ltd.,Mr. Ricardo Martinez,(Owner),2553.8,Ejército Nacional No. 1450,,Conshohocken:PA:USA,755457,40.077222,-75.301944,Martinez@ankarabicycle.com,593-3-303-200,593-3-303-211
175,175,Athens Bicycle Co.,Mr. Andres Arnadis,(Sales Representative),11100.9,PO Box 211966,,Lourdes:Aquitaine:France,1124,43.094167,-0.046944,Arnadis@kiev-north.com,30-1-7754-4040,30-1-7754-4041
176,176,Tel Aviv Outdoors,Mr. David Azur,(Owner),43063.56,3435 Tel Giborim,,Denver:CO:USA,6799,39.7392,-104.9849,Azur@uaecycle.com,972-3-403-30411,972-3-403-30234
177,177,En ruedas Panama,Mr. Fernando Perez,(Sales Agent),2934.94,Cl 20 San Francisco 91,,Perth:Western Australia:Australia,346668,-31.9558,115.8597,Perez@karmabikes.com,507-023-0031,507-023-0023
178,178,Islamabad Bike Stores,Ms. Sanji Jamal,(Sales Manager),5486.7,"423, Shah Jamal Road",,Churchill:Victoria:Australia,4346,-37.814167,144.963056,Jamal@backpedalcycle.com,92-21-2000-0294,92-21-2000-0234
179,179,Manila Bicycle Store,Ms. Maria Hernandez,(Owner),11300.7,43121 Quezon Avenue,,Hobart:Tasmania:Australia,34008,-42.880556,147.325,Hernandez@tyredout.com,63-455-303-0221,63-455-303-0223
180,180,Deportes Perez,Mr. Paolo Perez,(Owner),7645.85,"Avda. Amador Guerrero, 3220",,Sydney:New South Wales:Australia,4524576,-33.867778,151.21,Perez@hasbeenbikes.com,505-311-403-0082,505-311-403-0098
181,181,Sports Fever,Mr. Duke Manson,(Sales Manager),43321.5,1102 Greystone Drive,,Seattle:WA:USA,,47.609722,-122.333056,Manson@cycliststrail.com,64-7-3903-4003,64-7-3903-4004
182,182,Kathmandu Sports,Mr. Ngan Xu,(Owner),7613.4,4325 Tielu Street,,Columbia:SC:USA,7493,34.000556,-81.034722,Xu@dealsonwheels.com,977-099-20332,977-099-23444
183,183,Lima Norte Deportes,Mr. Ricardo Montabella,(Owner),26934.5,"Av El Dorado, 4211",,Brisbane:Queensland:Australia,5665,-27.467778,153.028056,Montabella@ourwheels.com,51-1-2042-2043,51-1-2042-2049
184,184,Eurocycle,Mr. Pierre Van Kroger,(Sales Agent),6835.2,"39, rue du Baerendal",,Helena:MT:USA,L-3360,33.279722,-86.856111,Van Kroger@radbikes.com,352-45-204-203,352-45-204-210
185,185,Kuala Lumpur Central Cycle,Mr. Rennie Chung,(Owner),3985.13,"No. 4902 Lengkok Paya Terubong,",11060 Air Itam,Raleigh:NC:USA,478886,35.854167,-78.761944,Chung@insanecycle.com,60-3-0303-0990,60-3-0303-0922
186,186,Ulaanbaatar Cycle,Mr. Po-Yan Ying,(Owner),5223.5,8-9/F Fu Da Bidg. 2342,,Tulsa:OK:USA,,36.131389,-95.937222,mgr@wheels.com,976-1-392-2492,976-1-392-2423
187,187,Deportes Mexico City,Mr. Julio Estes,(Sales Manager),1445.1,Vía Morelos 3343,,Fargo:ND:USA,24421,46.873333,-96.827222,Estes@spokesnwheels.com,52-3-230-9993,52-3-230-9343
188,188,Forever Young Sports,Mr. Cam Jackson,(Owner),23180.1,5011 Sunset Avenue West,Suite 132,Oranjestad:St. George:Aruba,3342,,,Jackson@posercycles.com,758-422-092,758-422-099
189,189,Equator Cycle,Mr. Chuck Van Morrison,(Owner),56500.55,53990 Sable Court,,Cairo:Cairo:Egypt,2341,30.044444,31.235833,Van Morrison@bikecellar.com,27-11-234-0400,27-11-234-0440
190,190,Ankara Bicycle Company,Mr. Fatih Cekirge,(Sales Manager),43000.5,PO Box 2121,,Quito:Pichincha:Ecuador,443665,,,Cekirge@alleycat.com,90-212-2399-3403,90-212-2399-0093
191,191,Moscow Bike Company,Mr. Alex Federov,(Sales Agent),43786.5,"Perovskaya ul., 3452",,Nassau:New Providence:Bahamas,7655433,,,Federov@cgate.com,7-095-2349-2042,7-095-2349-2991
192,192,Sanstone Cycle,Mr. Young Lee,(Sales Manager),3300,24 Evergreen Square,Suite B,Bogota:Cundinamarca:Colombia,311435,4.711111,-74.072222,Lee@hookedhelmet.com,65-321-0072,65-321-4545
193,193,Budapest Sports,Mr. Dario Ionascu,(Owner),23246.55,Blvd. N. Balcescu 2322,,Dhaka:Dhaka:Bangladesh,4532211,,,Ionascu@clearairtrans.com,40-1-2332-8585,40-1-2332-8580
194,194,Save-on-Cycles,Ms. Julianne Derby,(Owner),70000,245 Mill Avenue,,Buenos Aires:Mendoza:Argentina,3634422,-34.603333,-58.381667,Derby@whistlertrntals.com,966-1-3404-3941,966-1-3404-3979
195,195,Bangkok Sports,Mr. Lee Chang,(Owner),70000.5,133/7 Yaowarat Road,,Copenhagen:Jutland:Denmark,6865,55.676111,12.568333,Chang@trailblazers.com,66-2-9400-2022,66-2-9400-2322
196,196,Hanoi Bike Company,Mr. Twan Ha,(Owner),15492.32,Ho Chi Minh 3411,,Johannesburg:Gauteng (PWV):South Africa,43HJG,-26.197222,28.041944,Ha@bikesntrikes.com,84-4-992-20202,84-4-992-20234
197,197,Tienda de Repuestos Caracas,Mrs. Maria Santos,(Owner),36000,Av San Jorge 2011,,Johannesburg:Gauteng (PWV):South Africa,32111,-26.197222,28.041944,Santos@rockshocks.com,58-2-3434-7728,58-2-3434-7771
198,198,UAE Cycle,Mr. Vivek Parmar,(Sales Representative),95900.85,Post Box: 278,,Tel Aviv:Tel Aviv:Israel,3453,,,Parmar@mountainmadmen.com,971-4-9673-9987,971-4-9673-9997
199,199,Harare Cycle,Mr. Dwight Mallel,(Owner),22600.23,4290 Shell Aveneue,,Auckland:Auckland:New Zealand,403943,-36.84556,174.74,Mallel@offroadbike.com,263-4-943-9034,263-4-943-9035
200,200,RG Bikes,Mr. Bob Smith,(Sales Manager),1254.56,100 High Street,Park Barn,Guildford:Surrey:England,GU2 1DD,51.2365,-0.5703,Bob@rgbikes.co.uk,320-222-1211,320-333-2223
201,201,Kiev-North Sports,Mr. Leon Demidov,(Sales Representative),84500.55,"Krzhizhanovskogo ul., 5663",,Athens:Evia Evvoia:Greece,6865986,37.984167,23.728056,Demidov@psychocycle.com,380-44-923-2302,380-44-923-2345
202,202,Sunrise Cycle,Mrs. Josephine McGillan,(Sales Representative),1690.05,40 Chartwell Drive,,Huntsville:AL:USA,BH7 7EL,,,McGillan@bikeaholics.com,44-135-342-2932,44-135-342-2922
203,203,Source One Cycle,Ms. Tina Waldorf,(Sales Agent),1119.5,19 Old Christchurch Road,,Kingston:RI:USA,BH1 2EW,50.72001,-1.87995,Waldorf@pathfinders.com,44-334-449-0291,44-334-449-2893
204,204,Wheel to Wheel,Mr. Brent Butterfield,(Sales Representative),5912.7,199 Bisley Street,,Vancouver:BC:Canada,SO15 1AG,49.260833,-123.113889,Butterfield@rowdyrims.com,44-171-377-9766,44-171-377-9321
205,205,McDonald Klein Sports,Mr. Trent McDonald,(Owner),3618,Suite 245,40 Epping road,Burnaby:BC:Canada,BS1 3AD,49.266667,-122.966667,McDonald@greatbike.com,44-341-211-0431,44-341-211-0233
206,206,Tom's Bikes,Mr. Thomas Dadwood,(Sales Representative),36330,14 Kipling Avenue,,Newbury Park:CA:USA,NG1 5RH,34.183889,-118.9525,Dadwood@madmountain.com,44-377-573-0294,44-377-920-1331
207,207,Hit the Dirt,Ms. Samantha Raintree,(Owner),4637,91 Bruton Road,,Madison:WI:USA,CB2 3DT,,,Raintree@offthemountain.com,44-334-530-0193,44-334-530-0930
208,208,LifeCycle,Mr. Derek Young,(Owner),6644.19,59 Beacon Hill Road,,Bern:Cantons:Switzerland,LS1 6ET,46.948056,7.4475,Young@fulcrum.com,44-131-321-8432,44-131-321-8445
209,209,Westerly Sports,Miss Shelly Cornwall,(Owner),47,Floor 11,3 Old Duke Circus,Eden Prairie:MN:USA,B2 4JQ,44.854722,-93.470833,Cornwall@spokes.com,44-171-341-0763,44-171-645-0765
210,210,Donview Bike Co.,Mr. Russ Clemmens,(Sales Agent),35,41 South Gate,St Matthews House,Kingston:RI:USA,SR6 8DB,50.72001,-1.87995,Clemmens@tothelimit.com,44-171-449-9201,44-171-449-9204
211,211,Platinum Sports,Mr. Timothy Gilligan,(Sales Agent),10800,31 West Colton Drive,,Bridgetown:Bridgetown:Barbados,EH2 2PB,,,Gilligan@spokesfolks.com,44-131-330-6981,44-131-330-5100
212,212,Dublin Cycle Centre,Mr. Shane O'Tool,(Owner),2727.3,6 South Moor Lane,,Tempe:AZ:USA,,33.444167,-112.078889,O'Tool@herculesmountain.com,353-1-7973-9201,353-1-7973-9237
213,213,Top 'o' the World Cycle,Mr. Mike O'Sullivan,(Owner),8967.71,156 Slaight Road,Suite 102,Canberra:New South Wales:Australia,BT2 7AP,-35.293056,149.126944,O'Sullivan@pedals.com,44-1232-462002,44-1232-422942
214,214,Bicycle Basics,Mr. Drew Broadwin,(Sales Manager),72000,59 Old Stone Road,,Johannesburg:Gauteng (PWV):South Africa,CF1 2EQ,-26.197222,28.041944,Broadwin@roadrunners.com,44-1452-029-0292,44-1452-029-0442
215,215,Great Outdoors,Ms. Jackie Ball,(Owner),3024.85,17 West Port Circle,,DeKalb:IL:USA,M60 2DS,33.77,-84.23,Ball@blazingsaddles.com,44-131-319-3600,44-131-319-3643
216,216,Exeter Cycle Source,Mr. Sid Moore,(Owner),1030.08,55 Cornwall Drive,,Nampa:ID:USA,EX4 3SP,43.574722,-116.563611,Moore@extremecycling.com,44-181-866-0293,44-181-866-2032
217,217,Picadilly Cycle,Mr. Julian Windsor,(Owner),5321.25,29 West Chesterfield Avenue,,Concord:MA:USA,SW19 4UE,43.206667,-71.538056,Windsor@corporatecycle.com,44-171-531-0221,44-171-531-0223
218,218,Life Cycle Centre,Mr. Rod Filmore,(Owner),8819.55,Sunflower House,1 Featherstone Way,Des Moines:IA:USA,SL6 2PZ,41.590833,-93.620833,Filmore@crankcompenents.com,44-181-221-0328,44-181-223-9320
219,219,Cycle Fever,Mr. Jake Cosgrove,(Sales Representative),6629.1,2002 Bloor Street West,Suite 102,DeKalb:IL:USA,M6S 4X9,33.77,-84.23,Cosgrove@unicycle.com,416-766-5007,416-761-5007
220,220,Wheels 'n' Deals,Ms. Sylvia Canton,(Sales Manager),2850.85,168 Creswell Drive,,Winchester:VA:USA,H9W 1E7,39.183333,-76.166667,Canton@wheelsnstuff.com,514-697-0077,514-695-9901
221,221,Halifax Cycle Centre,Mr. Grant Targell,(Sales Manager),1489.05,1946 Herring Cove Road,,Hightstown:NJ:USA,B3R 1V9,40.268457,-74.525804,Targell@changinggears.com,902-477-9666,902-477-3201
222,222,Dag City Cycle,Mr. Dag Jozwell,(Sales Representative),1276.74,2975 Portage Street,,Eden Prairie:MN:USA,R3J 0N9,44.854722,-93.470833,Jozwell@blazingbikes.com,204-949-6053,204-948-0012
223,223,Don't Tread On Me,Mr. Don Julian,(Owner),5879.7,20011 Slater Street,,Nampa:ID:USA,K1A 3W9,43.574722,-116.563611,Julian@bikesbrothers.com,613-235-6617,613-230-9826
224,224,Min Dong Toy Store,Mrs. Fang Zhou,(Sales Manager),6467.35,"411 Yanan Rd, #301",,DeKalb:IL:USA,200239,33.77,-84.23,Zhou@rockyroadsters.com,86-10-5353-7878,862-10-5353-7879
225,225,JinJing Sports,Mr. Fan Zhang,(Owner),13434.9,585 Jian She Road,,Conshohocken:PA:USA,356001,40.077222,-75.301944,Zhang@onetrachmind.com,86-10-9536-0909,86-10-9536-0910
226,226,Yue Xiu Bicycles,Mr. XinQiang Wang,(Owner),17484.75,777 Jian Guo Avenue,,Nampa:ID:USA,370999,43.574722,-116.563611,Wang@hangintwo.com,86-21-3492-3294,86-21-3492-3296
227,227,Hao Nannu Outdoors,Mr. Dong Sheng Yu,(Owner),8819.55,888 Chuan Qian Road,,Tualatin:OR:USA,250895,45.374808,-122.770067,Yu@familybiking.com,86-21-8392-3283,86-21-8392-3232
228,228,Globe Bike,Mr. David Chan,(Sales Manager),10245.55,383-407 Hennessy Road,Wan Chai,Kingston:RI:USA,573222,50.72001,-1.87995,Chan@worldoftires.com,852-4667-9393,852-4667-9393
229,229,Newpeople Biking Ltd.,Mr. Edward Yan,(Owner),7981.41,600 Jordan Road,Kowloon,Santa Ana:CA:USA,863356,33.740833,-117.881389,Yan@olympicbikes.com,852-3778-2929,852-3778-2927
230,230,C&C Sports People,Mr. Mark Wang,(Owner),2546.12,"Floor 3, 100 East Point Road",Causeway Bay,Des Moines:IA:USA,357677,41.590833,-93.620833,Wang@bikestrikes.com,852-3838-1919,852-3838-1929
231,231,AIC Childrens,Mr. Ng Chun Yuen,(Owner),5879.7,303-404 Pricecess Building,Central,Sterling Heights:MI:USA,439433,42.580276,-83.030278,Yuen@tearsforgears.com,852-3998-2044,852-3832-1071
232,232,Fast Mover Pte Ltd,Mr. Tan Boon Cheng,(Owner),4751,108 International Business Park,,Hong Kong SAR:Hong Kong SAR:China,609929,22.3,114.2,Cheng@caledonia.com,65-533-0932,65-533-4395
233,233,United Bikers,Mrs. Mary Lim,(Owner),26489.3,338 Robinson Road,,Budapest:Budapest:Hungary,368911,47.4925,19.051389,Lim@bikingbums.com,65-775-4677,65-775-0372
234,234,JR Biking Limited,Mr. Lee Kah Seng,(Owner),1019.4,1800 Exeter Road,,New Delhi:New Delhi:India,239732,28.613889,77.208889,Seng@firstgear.com,65-209-3341,65-209-3001
235,235,Heuristic Beach Pte Ltd,Mr. Abdul Rahman Bin Fandi,(Owner),1823.65,2048 Alexandra Road,Suite 100,Jakarta:Jawa Bara West Java:Indonesia,119954,-6.175,106.8275,Fandi@againstthewind.com,65-227-3432,65-227-4677
236,236,Ministry of Sports,Mr. Ben Govindansamy,(Sales Manager),8819.55,16 Maxwell Road,,Dublin:Dublin:Ireland,169111,53.35,-6.260278,Govindansamy@citycyclists.com,65-455-2311,65-455-0038
237,237,Salvado Bike Store,Mr. Adriano Pinto,(Sales Manager),5879.7,Eurico Lara 423/524,,Clearwater:FL:USA,90880-390,27.973611,-82.764167,Pinto@goingincircles.com,55-61-2934-3849,55-61-2934-1119
238,238,Brasilia Outdoors,Mr. Americo Machado,(Sales Agent),13466.5,"Teixeira Soares, 895",Santa Tereza,Tualatin:OR:USA,31015-040,45.374808,-122.770067,Machado@cyclistslife.com,55-85-1032-1093,55-85-1032-2323
239,239,Rio De Janeiro Bikers,Mr. André Pedro,(Owner),133551.3,"Av. Rio Branco, 95 / 7º andar",,Irvine:CA:USA,20093-900,33.669444,-117.823056,Pedro@discountbikes.com,55-11-4929-4929,55-11-4929-4343
240,240,Saveiros SA,Mr. André da Silva,(Owner),5879.7,"Teixeira Soares, 2223",,Blacklick:OH:USA,20093-400,39.995556,-82.811389,da Silva@canadianbikes.com,55-85-2392-0193,55-85-2392-3323
241,241,     Outdoors      Ltd,Mr. André Fontes,(Owner),2378.35,"Rua Silex, 165",,Champaign:IL:USA,04082-001,40.115,-88.272778,Fontes@bobsbikes.com,55-61-2929-3723,55-61-2929-3223
242,242,Hamburg Räder,Mr. Arne Schmeth,(Sales Representative),1787.5,Iltisstrasse 24,,Montpellier:Languedoc-Roussillon:France,D-45001,43.6119,3.8772,Schmeth@mikesbikes.com,49-4042-2333-71,49-4042-2333-10
243,243,Leipzig Freiheit,Mr. Folkert Heinz,(Owner),7829.29,Bahnstrasse 342-46,,Clermont-Ferrand:Auvergne:France,D-10044,45.7831,3.08424,Heinz@twowheelin.com,49-2024-8855-08,49-2024-8855-10
244,244,Super Bike,Mr. Frank Kroger,(Sales Representative),1072.8,Geisbergstr. 311,,Lyon:Rhône-Alpes:France,D-22121,45.76,4.84,Kroger@bombaybicycle.com,49-6196-9559-22,49-6196-9559-10
245,245,Berlin Biking GmBH.,Mr. Gunter Schatz,(Owner),2989.35,D-80042 Weissenfeld,,Bordeaux:Aquitaine:France,D-80042,44.84,-0.58,Schatz@bennythespokes.com,49-3220-0485-51,49-3220-0485-10
246,246,Dortmont Rad Kaufhaus,Mr. Holger Warnecke,(Sales Representative),59468.94,CMR 4434,,St. Etienne:Rhône-Alpes:France,D-40029,48.8465,2.348,Warnecke@bikesbikes.com,49-3944-0432-57,49-3944-0432-10
247,247,Offroad Bike Verleih,Mr. Juergen Rudolf,(Owner),1623.15,Koningswinterer Strasse 800,,Vichy:Auvergne:France,D-14059,46.1278,3.4267,Rudolf@roughterrain.com,49-3022-0486-14,49-3022-0486-10
248,248,Berg auf Trails GmBH.,Mr. Peter Schmit,(Sales Manager),2939.29,CMR 4490,,Toulouse:Midi-Pyrénées:France,D-40608,42.6045,1.444,Schmit@cyclopath.com,49-6400-0443-23,49-6400-0443-10
249,249,Milano Bike Store,Mr. Angelo Nucchi,(Sales Agent),6755.8,Via Anagnina 483,,Dover:DE:USA,42898,39.128333,-75.464722,Nucchi@tandemcycle.com,39-10-2849-1038,39-10-2849-1000
